id,speaker,start_time,end_time,text,emotion
Ses01F_impro01_F014,F,97.89,102.96,"Clearly.  You know, do you have like a supervisor or something?",neu
Ses01F_impro01_M013,M,101.84,107.87,Yeah.  Do you want to see my supervisor?  Huh? Yeah.  Do you want to see my supervisor?  Fine.  I'll be right back.,ang
Ses01F_impro01_F015,F,103.97,106.71,That would - I would appreciate that.  Yeah.,fru
Ses01F_impro02_F000,F,7.2688,16.6,Did you get the mail? So you saw my letter?,sad
Ses01F_impro02_M000,M,17.6,20.6264,It's not fair.,xxx
Ses01F_impro02_F001,F,19.85,22.78,Yeah.  I know.,sad
Ses01F_impro02_M001,M,21.76,27.5558,"I don't understand.  You've already done so much, I don't know why do you have to go back.",sad
Ses01F_impro02_F002,F,26.5659,32.2895,I don't know.  I put in that. request too. They didn't...,sad
Ses01F_impro02_F003,F,32.3075,37.96,"I guess, you know, everybody has to make sacrifices.",neu
Ses01F_impro02_M002,M,38.85,45.09,"I don't know, it's just not fair.  I think you've already made your sacrifice.",xxx
Ses01F_impro02_F004,F,47.34,53.11,"There's people that have given more though, you know?",sad
Ses01F_impro02_M003,M,52.71,59.0534,I just don't see how they can make you leave when you have a new baby - we have a new kid.,fru
Ses01F_impro02_F005,F,58.75,61.31,I know.,sad
Ses01F_impro02_M004,M,61.75,65.055,Then why is that fair?  Why--,xxx
Ses01F_impro02_F006,F,64.255,68.47,"There's babies over there, though, that need mothers.",neu
Ses01F_impro02_M005,M,69.34,74.29,I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it.,sad
Ses01F_impro02_F007,F,72.39,78.57,"I'm not okay with it, but I don't-- it's not like I have a choice.  I don't see what crying about it is going to fix.",xxx
Ses01F_impro02_M006,M,80.03,86.99,I'm just trying to think of another way.  I'm just trying to...,xxx
Ses01F_impro02_F008,F,87.2031,91.09,"Just, you know, kicking myself.",sad
Ses01F_impro02_F009,F,91.55,95.88,like you sign up because you need money and,xxx
Ses01F_impro02_F010,F,97.94,102.19,things just aren't what they seem.,sad
Ses01F_impro02_M007,M,103.27,107.1,This is a stupid war.,xxx
Ses01F_impro02_F011,F,107.68,111.0153,"We're doing the right thing, though.",xxx
Ses01F_impro02_M008,M,110.5653,113.2,I know.,fru
Ses01F_impro02_M009,M,114.1775,117.85,I just don't see why it has to be you.,sad
Ses01F_impro02_F012,F,117.83,120.8605,"If not me then, who?",sad
Ses01F_impro02_M010,M,120.4105,124.63,What am I going to do? Huh?,sad
Ses01F_impro02_F013,F,127.82,133.9455,"You'll videotape everything, yeah?",sad
Ses01F_impro02_M011,M,133.88,137.1,Yeah.,sad
Ses01F_impro02_F014,F,139.03,146.43,"Maybe you can send it to me, like stream it, yeah?",sad
Ses01F_impro02_M012,M,147.03,151.7101,Don't you guys have access to computers over there.,neu
Ses01F_impro02_F015,F,151.4221,155.01,Last month--  Yeah.,sad
Ses01F_impro02_M013,M,157.98,162.71,I just don't know how I'm going to do it without you.,sad
Ses01F_impro02_F016,F,163.54,165.73,I have to find sitters.,neu
Ses01F_impro02_M014,M,164.885,169.5,I can't raise a baby by myself.  How?,sad
Ses01F_impro02_F017,F,169.36,176.015,"We've got friends, that's why we moved here, huh?  Because there is a day care down the street.",sad
Ses01F_impro02_M015,M,175.47,176.72,I know.,neu
Ses01F_impro02_F018,F,176.08,179.13,And your mother is close by.,neu
Ses01F_impro02_F019,F,182.83,185.8894,I'll send you lots of letters.,sad
Ses01F_impro02_F020,F,186.58,191.11,And I want lots and lots and lots of pictures.,sad
Ses01F_impro02_M016,M,195.1047,199.52,It's just not fair.,fru
Ses01F_impro03_M000,M,3.24,5.46,So what's up?  What's new?,neu
Ses01F_impro03_F000,F,4.88,7.74,Well Vegas was awesome.,hap
Ses01F_impro03_M001,M,6.6,8.66,Yeah.  I heard.,neu
Ses01F_impro03_F001,F,7.93,11.37,"And, um, I got married.",hap
Ses01F_impro03_M002,M,10.53,13.84,Shut up.  No- in Vegas?,sur
Ses01F_impro03_F002,F,12.8,15.37,Yeah.  In the old town part.,hap
Ses01F_impro03_M003,M,14.93,18.9075,Who did you marry?,exc
Ses01F_impro03_F003,F,15.87,20.4867,Chuck. [LAUGHTER],xxx
Ses01F_impro03_M004,M,20.2532,22.83,Did you propose to you?,xxx
Ses01F_impro03_F004,F,21.75,25.52,Um- Yes.  It was very romantic.,hap
Ses01F_impro03_F005,F,25.5584,28.14,It was at the slot machines.,hap
Ses01F_impro03_M005,M,27.28,29.65,Oh.  The Wheel of Fortune slots?,xxx
Ses01F_impro03_F006,F,28.37,34.71,"Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride.",hap
Ses01F_impro03_M006,M,34.25,36.34,He turned to you and was like...,neu
Ses01F_impro03_F007,F,35.6349,40.1,Hey.  Let's get married and I said okay.,xxx
Ses01F_impro03_M007,M,37.7175,40.47,[LAUGHTER] That's really romantic.,hap
Ses01F_impro03_F008,F,40.12,42.79,"Yeah.  Well.  You know, because he's leaving the next day.",hap
Ses01F_impro03_M008,M,42.09,43.41,Yeah.,neu
Ses01F_impro03_F009,F,42.84,44.54,But we're going to have a honeymoon cruise.,hap
Ses01F_impro03_M009,M,44.16,49.07,"Does that mean that you're going to get citizenship, too, in- in England or whatever?",neu
Ses01F_impro03_F010,F,47.87,51.075,Oh.  I hadn't even thought about that.,hap
Ses01F_impro03_M010,M,49.61,52.43,Yeah.  Think about that.,xxx
Ses01F_impro03_F011,F,51.36,53.4925,"He's not going to be a citizen, though.",xxx
Ses01F_impro03_M011,M,52.92,56.85,Yeah.  But he'll have like a long visa.  Can you go visit then for a long time?,neu
Ses01F_impro03_F012,F,55.865,58.15,Oh.  Totally.,hap
Ses01F_impro03_M012,M,57.46,61.375,"Oh, how are you going to do the long distance thing?  So wait, are you going to move there?",xxx
Ses01F_impro03_F013,F,60.73,65.86,I guess I'll-  I guess I'll have an internet husband.[LAUGHTER],hap
Ses01F_impro03_M013,M,65.6425,68.44,Like you need another one of those.[LAUGHTER],hap
Ses01F_impro03_F014,F,68.01,73.75,I have an internet boyfriend.  I guess I'll have to juggle the two.  Is that cheating?  I don't know. Hmm.,xxx
Ses01F_impro03_M014,M,73.41,76.9975,Is that your phone?,hap
Ses01F_impro03_F015,F,74.2675,78.8425,"Yeah, so [LAUGHTER] He's calling me now",exc
Ses01F_impro03_M015,M,78.32,80.5,He loves you.,hap
Ses01F_impro03_F016,F,79.035,81.0875,"He likes to keep tabs, you know.",hap
Ses01F_impro03_M016,M,80.7175,82.5225,How much did he win at the slot?,neu
Ses01F_impro03_F017,F,82.0975,85.08,"Uh, I think seven hundred and fifty dollars.",neu
Ses01F_impro03_M017,M,84.6925,87.36,Really? Penny slots?,sur
Ses01F_impro03_F018,F,85.1,88.0225,Penny slots. That's what he plays.,neu
Ses01F_impro03_M018,M,87.6425,89.08,Wow.,sur
Ses01F_impro03_F019,F,88.08,89.5,Yeah.,neu
Ses01F_impro03_M019,M,89.12,93.91,I'm a big fan of the Wheel of Fortune quarters. But it just costs so much.  I don't know.,neu
Ses01F_impro03_F020,F,91.235,92.615,Oh.,xxx
Ses01F_impro03_F021,F,92.75,98.21,Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-,hap
Ses01F_impro03_M020,M,97.03,101.65,"But the pennies always get you because you end up spending like, you know, fifty bucks.",neu
Ses01F_impro03_F022,F,99.7775,102.03,Fifty bucks. Mmhmm.,neu
Ses01F_impro03_M021,M,101.67,104.35,"like, wait, but it's just pennies.  You're like, wait a minute I'm on to you.",neu
Ses01F_impro03_F023,F,102.62,103.4625,Yeah.,neu
Ses01F_impro03_F024,F,103.78,108.1825,Well so now we're married. We have cat children.,hap
Ses01F_impro03_M022,M,105.29,106.95,Awesome.,exc
Ses01F_impro03_M023,M,107.71,111.4,[LAUGHTER] Cat babies.,hap
Ses01F_impro03_F025,F,110.23,114.16,"We renamed Brenda, Lumber Janet.",hap
Ses01F_impro03_M024,M,117.36,119.58,That's fair enough.,neu
Ses01F_impro03_F026,F,114.19,120.2,She needs a new name each state that we go into. [LAUGHTER],hap
Ses01F_impro04_M000,M,2.7418,6.6575,"Have you tried, uh, Craig's List?",neu
Ses01F_impro04_F000,F,7.2455,11.64,"Uh, what?  Craig's List?  Oh the internet thing?",neu
Ses01F_impro04_M001,M,10.46,12.13,Yeah.,neu
Ses01F_impro04_F001,F,11.7448,16.15,I don't know.  Isn't that-- that's all like escort services and things like that.,neu
Ses01F_impro04_M002,M,15.64,18.9,No.  There's regular jobs on there.,neu
Ses01F_impro04_F002,F,18.6,30.8976,"I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board.",fru
Ses01F_impro04_M003,M,26.91,28.71,Uh huh.,neu
Ses01F_impro04_M004,M,30.88,35.5225,I'm just saying I have a friend that got a good job on it so I was just recommending it.,neu
Ses01F_impro04_F003,F,35.009,37.8,What kind of a job?,xxx
Ses01F_impro04_M005,M,37.19,40.53,He's like a manager for a theatre.,neu
Ses01F_impro04_F004,F,40.23,41.95,Really?,xxx
Ses01F_impro04_M006,M,40.54,43.576,He's like a house manager. Yeah.  It's a good job.,neu
Ses01F_impro04_F005,F,43.35,45.7596,He just...,neu
Ses01F_impro04_F006,F,46.2735,49.83,you know what?  I heard about that job.  I applied for that.,neu
Ses01F_impro04_M007,M,49.39,50.58,You did?,neu
Ses01F_impro04_F007,F,50.11,54.31,Yeah.  I saw a posting at the theatre.,fru
Ses01F_impro04_M008,M,55.21,56.33,Yeah.,neu
Ses01F_impro04_F008,F,54.37,55.67,He got it?,xxx
Ses01F_impro04_M009,M,56.35,59.0245,You've been looking for a job for a long time; that was a long time ago.  Right?,neu
Ses01F_impro04_F009,F,58.71,60.0937,Yeah.,neu
Ses01F_impro04_M010,M,59.8,61.55,Hmm.,neu
Ses01F_impro04_F010,F,60.6771,66.5275,What did he do?  What was so great?  I don't understand why they would pick him over me.,xxx
Ses01F_impro04_M011,M,65.97,69.77,I don't know.  He had a really good resume I guess and--,neu
Ses01F_impro04_F011,F,69.43,70.94,A resume?,xxx
Ses01F_impro04_M012,M,70.38,72.7264,Yeah.  Do you have a resume?,neu
Ses01F_impro04_F012,F,72.13,74.73,No.,xxx
Ses01F_impro04_M013,M,73.7473,77.15,It's kind of helpful when getting a job.,neu
Ses01F_impro04_F013,F,76.49,80.7269,I just- I mean I call people up and I tell them what I'm good at.,neu
Ses01F_impro04_M014,M,80.1435,87.81,Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.,neu
Ses01F_impro04_F014,F,85.49,86.98,Yeah.,neu
Ses01F_impro04_F015,F,87.2203,93.33,I don't like- I don't like sending things in the mail.  I don't want my information out there.,xxx
Ses01F_impro04_M015,M,92.37,99.27,"No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",neu
Ses01F_impro04_F016,F,97.41,101.0475,I'm there in front of them.  I'm telling them what I'm good at.,fru
Ses01F_impro04_M016,M,100.485,103.47,"Yeah.  But the piece of paper helps, too.",neu
Ses01F_impro04_F017,F,102.78,105.415,Why?  It's a piece of paper.,fru
Ses01F_impro04_M017,M,104.97,107.78,"No.  But it has an outline, you know.",neu
Ses01F_impro04_F018,F,106.17,111.86,"I just don't want this paper trail, you know.  I just don't want things following me around, like-.",fru
Ses01F_impro04_M018,M,111.66,117.725,"I know.  Okay.  Well, um. Maybe--",neu
Ses01F_impro04_F019,F,114.92,122.31,"It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but...",fru
Ses01F_impro04_M019,M,118.46,119.77,Yeah.,neu
Ses01F_impro04_M020,M,121.5,123.42,"Okay, yeah.  I would imagine.",neu
Ses01F_impro04_F020,F,122.4,129.93,..I just-..I just think it's kind of prejudiced and they are really discriminating against people who just aren't that way.,xxx
Ses01F_impro04_M021,M,129.43,139.16,"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",neu
Ses01F_impro04_F021,F,133.74,137.44,"That's baloney, that's baloney.",fru
Ses01F_impro04_F022,F,138.13,139.89,Please.,fru
Ses01F_impro04_M022,M,139.5219,141.8225,maybe get a car.,neu
Ses01F_impro04_M023,M,144.9125,149.51,"I just, you know, think you should try a little harder maybe.",neu
Ses01F_impro04_F023,F,148.55,152.85,you think that you're better than me because I don't have a car?,fru
Ses01F_impro04_M024,M,151.84,154.03,I didn't say that.,neu
Ses01F_impro04_F024,F,153.18,155.2925,"You know, you're riding the bus, too.",fru
Ses01F_impro04_M025,M,154.6,157.8,"I am riding the bus, but by choice.",neu
Ses01F_impro04_F025,F,157.1625,159.7,Why?  What choice?,fru
Ses01F_impro04_M026,M,158.95,161.35,"To save the environment, carpool.",neu
Ses01F_impro04_F026,F,161.0787,163.78,You're saving the environment. mmhmm,fru
Ses01F_impro04_M027,M,162.12,164.7825,Yes.  One less car at a time.,neu
Ses01F_impro04_F027,F,164.3925,167.565,Interesting.  That's fantastic.,fru
Ses01F_impro04_M028,M,165.47,166.71,Mmhmm.,neu
Ses01F_impro04_M029,M,167.05,171.43,"You know, you don't have to take out your frustration on me, you know, just because...",fru
Ses01F_impro04_F028,F,170.83,172.84,I'm not frustrated.,ang
Ses01F_impro04_M030,M,171.75,175.26,...you can't get a job and refuse to have a resume.,fru
Ses01F_impro04_F029,F,175.27,178.43,Who do you think you are?,ang
Ses01F_impro04_M031,M,178.0033,180.865,I don't think I'm anyone.,neu
Ses01F_impro04_F030,F,180.3025,183.4875,You are so high and mighty.  I just--,ang
Ses01F_impro04_M032,M,182.82,185.54,I- I-I didn't-- okay.,neu
Ses01F_impro04_F031,F,184.47,188.87,Oh.  I'm saving the environment. I'm riding this car because I- I want to.,ang
Ses01F_impro04_M033,M,186.12,187.4625,What?  No.,xxx
Ses01F_impro04_M034,M,188.01,190.71,What? Oh.  So now you're...,fru
Ses01F_impro04_F032,F,189.12,192.02,"The bus, I'm riding the bus because I want to.",ang
Ses01F_impro04_M035,M,191.28,195.13,you know what?  You don't have to take your anger and your hurt out on me.,fru
Ses01F_impro04_F033,F,193.5875,199.4325,I can not-- you are not here by choice.  Nobody would ride this bus by choice.,ang
Ses01F_impro04_M036,M,200.215,202.0825,Why not?,xxx
Ses01F_impro05_F000,F,4.24,5.23,Hi.,fru
Ses01F_impro05_M000,M,3.61,5.19,Hi.  Thanks for waiting.,neu
Ses01F_impro05_F001,F,5.26,7.16,Yeah. This is the fourth line that I have been in.,fru
Ses01F_impro05_M001,M,5.21,6.44,Can I help you?,hap
Ses01F_impro05_M002,M,6.6,7.71,Uh huh.,hap
Ses01F_impro05_F002,F,7.35,8.85,I need my bag.,fru
Ses01F_impro05_M003,M,8.32,9.8,Okay.,neu
Ses01F_impro05_F003,F,9.2,13.02,"I flew in over three hours ago, I've been in four different lines.",fru
Ses01F_impro05_M004,M,12.26,13.78,Okay.,neu
Ses01F_impro05_F004,F,13.04,22.74,I waited the entire baggage- I waited for the whole baggage carousel four times.  They told me to go to the next one.  I waited through that for three planes and now I'm here.,fru
Ses01F_impro05_M005,M,21.84,25.9,Okay.  Great.  I'm really sorry that you had to do that.  What's your last name?  Let's start there.,neu
Ses01F_impro05_F005,F,25.35,26.76,Nash.,fru
Ses01F_impro05_M006,M,25.99,27.7272,Okay.,neu
Ses01F_impro05_F006,F,28.24,29.91,No G.,xxx
Ses01F_impro05_M007,M,28.29,34.1425,all right- okay.  And you lost your bag? Is that- that the issue?,neu
Ses01F_impro05_F007,F,32.19,33.5,Yes.,fru
Ses01F_impro05_F008,F,33.78,35.9,Flight seven fourteen.,ang
Ses01F_impro05_M008,M,34.7,36.52,Uh-huh.,neu
Ses01F_impro05_F009,F,36.71,44.03,"Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?",ang
Ses01F_impro05_M009,M,36.91,42.76,"Yeah. Yeah, I don't see- I don't see any--",neu
Ses01F_impro05_M010,M,43.86,49.97,"I don't see any record of it, and I-usually when I don't see a record of it, that means um-",neu
Ses01F_impro05_M011,M,49.97,70.26,"we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again...",neu
Ses01F_impro05_F010,F,69.55,73.76,"Oh, Are you kidding me?",xxx
Ses01F_impro05_M012,M,70.38,73.14,"for such an inconvenience and your bag, but",neu
Ses01F_impro05_F011,F,73.87,75.5375,Is this a joke?,ang
Ses01F_impro05_M013,M,73.55,74.99,Yeah.,neu
Ses01F_impro05_M014,M,75.03,76.48,"No, no.",neu
Ses01F_impro05_F012,F,75.61,80.73,"Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline.",ang
Ses01F_impro05_M015,M,80.22,83.2425,"No, no.  This is real.",neu
Ses01F_impro05_F013,F,82.75,86.06,So you'll give me money and then I'll get my bag?,xxx
Ses01F_impro05_M016,M,85.72,93.9575,"No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because...",neu
Ses01F_impro05_M017,M,94.005,100.4,this is the only track record that we have and if it's not listed here then it's probably not anywhere.,neu
Ses01F_impro05_F014,F,99.52,102.9,"You're kidding me, this is a joke.",ang
Ses01F_impro05_M018,M,100.55,103.68,"Once again, I'm really- I'm really sorry.",xxx
Ses01F_impro05_F015,F,103.005,118.5,Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive.,ang
Ses01F_impro05_M019,M,111.28,112.81,Yes.,neu
Ses01F_impro05_M020,M,118.04,119.37,I know.,neu
Ses01F_impro05_F016,F,118.53,122.44,We flew in from Paris.  I've been shopping for three weeks.,ang
Ses01F_impro05_M021,M,121.19,129.23,"I'm very sorry.  But if you see the sign that's right behind me here, it spells it out really clearly that we are not held liable--",xxx
Ses01F_impro05_F017,F,127.485,136.85,I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.,ang
Ses01F_impro05_M022,M,131.02,133.25,Okay. Calm-,neu
Ses01F_impro05_M023,M,136.19,143.5,"Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really",neu
Ses01F_impro05_F018,F,137.715,140.11,Do you understand who my husband is?,ang
Ses01F_impro05_F019,F,140.225,145.6,"If you're- if you're- if you're looking for a lawsuit, baby, you've found it.",ang
Ses01F_impro05_M024,M,144.85,151.16,"We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that.",neu
Ses01F_impro05_F020,F,149.365,153.8,Oh-Oh.  It's a gift.  You're-You're helping me out here?,ang
Ses01F_impro05_M025,M,151.335,152.71,It's a gift.,neu
Ses01F_impro05_M026,M,152.8325,158.58,"You know, the airlines can not be held responsible for every bag of luggage that comes through here.",neu
Ses01F_impro05_F021,F,155.6,160.36,You are cruising for a bruising.  You are in so much trouble.,ang
Ses01F_impro05_M027,M,159.66,161.37,With the amount of--,neu
Ses01F_impro05_F022,F,160.41,163.7975,Who's in charge?  Who is the president of Jet Blue?,ang
Ses01F_impro05_M028,M,163.25,166.99,"Um, actually, I don't know. I don't know. Oh really?",neu
Ses01F_impro05_F023,F,163.88,165.8,Because I probably know him.,ang
Ses01F_impro05_F024,F,166.33,167.71,Yeah.,ang
Ses01F_impro05_M029,M,167.15,173.63,Well then maybe you can just call him and he can give you more money.  But right now all I can do--,neu
Ses01F_impro05_F025,F,171.09,174.2,"I don't want money, I want my clothes.",ang
Ses01F_impro05_M030,M,173.7325,178.2625,"Right now all I can do is just give you this fifty dollars, I'm really sorry.",neu
Ses01F_impro05_F026,F,177.6025,179.09,What's your name?,ang
Ses01F_impro05_M031,M,178.59,180.87,Oh.  My name is Sean. Hi.,neu
Ses01F_impro05_F027,F,179.22,183.845,Sean.  Great. Do you have a badge number or something?,xxx
Ses01F_impro05_M032,M,183.14,189.3875,"Badge number?  Uh, no.  You can just take my employee number I guess.",sur
Ses01F_impro05_F028,F,188.78,190.8975,Okay.  I'll do that.,ang
Ses01F_impro05_M033,M,190.23,196.9,Why?  Have I done something wrong?  Have I given you bad service?  I feel like I have done the best I could.,sur
Ses01F_impro05_F029,F,195.38,199.33,I don't think you have done everything you could do because I don't have my bag here yet.,ang
Ses01F_impro05_M034,M,198.66,205.17,"If you want, you can write a letter.  I can give you the address. Yes.  An angry--",neu
Ses01F_impro05_F030,F,202.86,206.17,A letter? I'll make a personal phone call.,ang
Ses01F_impro05_M035,M,205.63,211.94,"Or you can make a phone call.  But I think a letter might be a little more-- in my impression, letters have more...",neu
Ses01F_impro06_M000,M,11.46,14.74,"I'm sorry, Joy.",sad
Ses01F_impro06_F000,F,14.7939,18.17,It's okay.,xxx
Ses01F_impro06_M001,M,18.49,24.91,Is there anything I can get you?  Do you want me to take care of anything for you or...?,neu
Ses01F_impro06_F001,F,24.02,25.69,"No, no, no.",xxx
Ses01F_impro06_M002,M,25.12,26.56,...pick up anything?,neu
Ses01F_impro06_F002,F,26.07,27.65,No.,sad
Ses01F_impro06_M003,M,28.97,35.02,You know you are welcome to stay at my house if you want to just check out for a couple days and hang out.,sad
Ses01F_impro06_F003,F,34.45,35.78,That's sweet.,neu
Ses01F_impro06_F004,F,36.07,38.04,Thank you.,neu
Ses01F_impro06_F005,F,39.6025,46.29,I went to see her headstone a week or two ago.,sad
Ses01F_impro06_F006,F,47.34,59.38,"I used to go to cemeteries a lot before she died.  I just, you know, I felt like they were urban oasis, you know, there is always this green in the city.",sad
Ses01F_impro06_M004,M,56.17,57.49,Hmm.,neu
Ses01F_impro06_F007,F,59.4525,67.4525,So I was like wandering around before.  It takes forever to find her headstone; I always lose it. You know.,sad
Ses01F_impro06_F008,F,70.22,80.13,So I was looking at this other one and there was like a piece of candy there and I thought that I would take the candy and put it on her headstone.  And-,sad
Ses01F_impro06_F009,F,80.16,87.74,"this woman came up and, you know, it was hers. It was her person that was there.",neu
Ses01F_impro06_M005,M,86.96,88.63,Oh.  She was there?,neu
Ses01F_impro06_F010,F,87.83,93.67,"Yeah.  And she was like, that's pathetic, I hope you enjoy it.",sad
Ses01F_impro06_F011,F,101.83,116.91,"And I, you know, I mean, I said I was sorry and I brought it back to her kind of and I like put it on the ground and she was like, no, it's fine.  She was like, I would rather have her back, honestly.",sad
Ses01F_impro06_M006,M,107.78,109.27,Mmhmm.,neu
Ses01F_impro06_F012,F,117.07,126.04,"I don't know.  It just, like, I felt so bad because I shouldn't have done it.  I don't know.  Whatever.",sad
Ses01F_impro06_M007,M,125.47,127.19,Yeah.,sad
Ses01F_impro06_F013,F,132.9575,134.49,I don't know.,sad
Ses01F_impro06_M008,M,134.4,136.49,How long were you there for?,neu
Ses01F_impro06_F014,F,135.96,137.95,At the cemetery?,sad
Ses01F_impro06_M009,M,137.09,138.44,Mmhmm.,neu
Ses01F_impro06_F015,F,138.0685,141.05,couple hours.,sad
Ses01F_impro06_F016,F,141.84,149.4375,"I brought- I brought Chuck with me. He went to Redlands, yeah, for the day.  We ran through the sprinklers.",neu
Ses01F_impro06_M010,M,144.09,145.68,Oh really?,neu
Ses01F_impro06_M011,M,155.07,158.38,You ran through the sprinklers in the cemetery?,neu
Ses01F_impro06_F017,F,158.08,163.35,It was hot.[LIPSMACK],xxx
Ses01F_impro06_M012,M,165.61,168.1,Is it a big cemetery?,neu
Ses01F_impro06_F018,F,167.64,174.84,Yeah.  It's huge.  Redlands is an old city so they have lots and lots of stones.,neu
Ses01F_impro06_M013,M,174.39,177.15,"Oh, so they're like really old too, really old ones?",neu
Ses01F_impro06_F019,F,176.35,178.01,Yeah.,neu
Ses01F_impro06_F020,F,182.56,197.73,"It's weird.  Whenever I go back to town, I think of her.  I mean, it's like ... I mean we grew up together and she died when we were twenty one.  And yeah.  She had cancer, she had two brain tumors.",sad
Ses01F_impro06_F021,F,197.755,214.34,"My best friend Heather.  She's got a- we have a- we built this like little--  There's a park, Prospect Park.  And there is like a garden section of it that we set up for her.",sad
Ses01F_impro06_F022,F,217.5,222.41,She used to have these poetry parties on Memorial Day.,sad
Ses01F_impro06_M014,M,219.73,221.03,Mmhmm.,neu
Ses01F_impro06_F023,F,223.52,227.55,Umm. Yeah.,sad
Ses01F_impro06_F024,F,229.08,235.98,"And the last time before she died, I remember she couldn't really stand, umm...",sad
Ses01F_impro06_F025,F,237.53,256.48,"But I mean she could, but it was- so it was kind of sitting at her feet holding her up and she had these poems she had memorized.  And I remember looking up, she had curly red hair and there was this palm tree right behind her and it was like a crown growing right out of her head.  It was cool.",sad
Ses01F_impro06_M015,M,255.35,257.31,Mmhmm.,neu
Ses01F_impro06_F026,F,266.55,275.31,"Some, I guess.  She memorized this one, John Dunn, it's called, Death Be Not Proud. and-",sad
Ses01F_impro06_M016,M,262.99,266.175,So she wrote a lot of poetry?,neu
Ses01F_impro06_F027,F,275.38,281.6,"There's another one, I can't remember.",neu
Ses01F_impro06_F028,F,282.01,311.14,"I remember, too, when we were--  she died at U.C.L.A.  She had brain surgery and there was not much hope to begin with, but I gave blood for her surgery, her mom and I before, so we dropped her off in the waiting room and then we were giving blood and came back.  And she, in her wheelchair, like can hardly do anything, reciting her poetry for these people like in the waiting room.  All she needs is a God damn audience.  You know?",sad
