id,speaker,start_time,end_time,text,emotion
Ses05F_impro01_F014,F,130.3,134.77,"No, they did.  The lady over there told me to stand in this line and I've been here for an hour.",fru
Ses05F_impro01_M015,M,132.11,135.5,"what The lady, what? the janitor?",fru
Ses05F_impro01_F015,F,135.38,136.73,No.,fru
Ses05F_impro01_M016,M,135.54,140.0,"You asked the janitor what line to stand in?  Obviously, that's not going to be the right thing.",xxx
Ses05F_impro01_F016,F,136.76,140.55,"No, I'm not, I'm sorry.I'm not stupid.",fru
Ses05F_impro01_M017,M,140.15,145.88,"I'm not saying that you're stupid, ma'am.  I think you just said that you were stupid.",fru
Ses05F_impro01_F017,F,144.68,150.7,Isn't there anything you can do?  Just call over and ask them if I can go to the front of the line in the other line.,ang
Ses05F_impro01_M018,M,149.42,151.69,"It doesn't work that way here, ma'am.",fru
Ses05F_impro01_F018,F,150.95,152.51,Why not?,ang
Ses05F_impro01_M019,M,151.7151,157.73,There is a strict system here.  You need to wait in the right line for the right thing.  This is the line for registration.,fru
Ses05F_impro01_F019,F,154.96,159.55,"Except they're going tell, are you going to tell me the right line to stand in this time at least?",fru
Ses05F_impro01_M020,M,158.43,161.22,I told you it was line two A.,fru
Ses05F_impro01_F020,F,160.01,164.82,"Right, well, last time they told me, it was this line, and obviously, it's not true.",ang
Ses05F_impro01_M021,M,163.35,167.67,I don't know who told you that but they were wrong.  I'm sorry.,fru
Ses05F_impro01_F021,F,167.25,169.38,Do you have a manager I could speak with?,fru
Ses05F_impro01_M022,M,168.59,170.81,I am the manager.,xxx
Ses05F_impro01_F022,F,171.71,174.13,Are you being straight with me?,fru
Ses05F_impro01_M023,M,173.52,179.84,"I'm being very straight with you, ma'am.  There is nothing I can do for you.  You need to stand in line two A.",fru
Ses05F_impro01_F023,F,179.52,181.6059,Fine.,fru
Ses05F_impro01_M024,M,181.24,184.62,Thank you very much.  You have a wonderful day.,xxx
Ses05F_impro02_F000,F,5.17,7.6605,"baby, I need you to sit down.",xxx
Ses05F_impro02_M000,M,7.6018,10.43,What is it?,neu
Ses05F_impro02_F001,F,12.3,14.48,um.,sad
Ses05F_impro02_M001,M,15.54,18.22,You can say it.,xxx
Ses05F_impro02_F002,F,19.0,24.66,I'm sorry.  It's just a lot ahh to explain. ahh I got a call--,sad
Ses05F_impro02_M002,M,23.28,24.81,Are you all right?,xxx
Ses05F_impro02_F003,F,24.7,28.46,"Yeah, um everything's fine so far. um",xxx
Ses05F_impro02_F004,F,28.8,31.1014,"I got a call today,",sad
Ses05F_impro02_M003,M,31.56,33.26,okay.,xxx
Ses05F_impro02_F005,F,33.64,37.13,I'm going to need to go overseas for a while.,sad
Ses05F_impro02_M004,M,38.49,40.68,You got called up.,ang
Ses05F_impro02_F006,F,40.92,42.29,Iraq.,fea
Ses05F_impro02_M005,M,41.89,44.97,I thought you said this wasn't going to happen for at least a year.,ang
Ses05F_impro02_F007,F,44.49,47.65,"I'm sorry.  I thought so. ""sigh""",xxx
Ses05F_impro02_M006,M,50.1,52.32,What am I going to do?,fru
Ses05F_impro02_F008,F,51.74,54.42,"I don't know ""sigh"".",sad
Ses05F_impro02_M007,M,54.18,59.57,I can't do this by myself. I I don't know how to do this.  You know how to do this.,xxx
Ses05F_impro02_M008,M,60.35,61.9,The kids-,fru
Ses05F_impro02_F009,F,61.57,65.73,I know.  I know.,sad
Ses05F_impro02_M009,M,65.14,69.66,Nobody's even here.  Your parents live on the other side of the country.,xxx
Ses05F_impro02_F010,F,68.83,79.79,"I know.  Well, we'll have to figure all that out.  I mean, I think the Army's going to provide childcare and help us out with that. um.",sad
Ses05F_impro02_M010,M,80.46,83.44,Where do you have to go?  Where are you going?,ang
Ses05F_impro02_F011,F,83.05,85.3,Iraq.,sad
Ses05F_impro02_M011,M,85.67,90.17,What are you going to do there?  Is it going to be dangerous?  What are you-?,xxx
Ses05F_impro02_F012,F,88.33,93.3,I think infantry.  I'm not sure.,sad
Ses05F_impro02_M012,M,94.97,97.46,It's--,xxx
Ses05F_impro02_M013,M,99.33,103.4,Can we do something else?  Can you tell them that you just had two kids?,xxx
Ses05F_impro02_F013,F,97.74,103.85,"It's going to be at least six months, probably a year. I tried.",fru
Ses05F_impro02_M014,M,103.9163,108.13,I don't understand why they would just do something like this?,ang
Ses05F_impro02_F014,F,106.68,109.98,"I know, I know.  It's really, really messed up.",fru
Ses05F_impro02_M015,M,109.4,116.86,It doesn't make any sense.  It's stupid.  I told you you shouldn't go in the Army.,ang
Ses05F_impro02_F015,F,117.36,121.02,"Believe me, if I had a choice, I wouldn't have chosen this.",xxx
Ses05F_impro02_M016,M,120.58,125.54,I don't know I don't know what I'm going to do.  I don't know how to-,fru
Ses05F_impro02_F016,F,125.21,130.26,"You don't know how to what?  You'll be fine. I mean, you're a great parent. I know.",xxx
Ses05F_impro02_M017,M,127.37,131.84,"They're six months old. Six months old, they're tiny.",xxx
Ses05F_impro02_M018,M,131.93,136.21,I can't do this.  I've never done this before.  I don't know anything about this.,xxx
Ses05F_impro02_F017,F,133.58,138.14,"Well, maybe you should move in with my mom and she can help.",fru
Ses05F_impro02_M019,M,137.69,141.91,"Your Your mom, you want me to move in with your mom?",sur
Ses05F_impro02_F018,F,140.62,144.2,"I don't know, I'm just--I'm trying to think of something.",fru
Ses05F_impro02_M020,M,142.8,146.95,She doesn't even like me.  She's never liked me. No.,xxx
Ses05F_impro02_F019,F,145.0128,148.8,"She likes you. Of course, she likes you.",xxx
Ses05F_impro02_M021,M,147.83,150.66,She likes you.  She likes the kids.,xxx
Ses05F_impro02_M022,M,151.67,156.68,"I no I can't- ""sigh""",xxx
Ses05F_impro02_F020,F,156.43,158.23,You can't what?,fru
Ses05F_impro02_M023,M,159.17,166.01,I can't let you go.  I can't let you go.  I'll call them.  I'll say something.  I'll do anything.  I'll tell them something different.,xxx
Ses05F_impro02_F021,F,164.25,167.39,I don't think there's anything we can do.,sad
Ses05F_impro02_M024,M,166.05,169.52,I'll tell them I'm sick and that you can't leave something.,sad
Ses05F_impro02_F022,F,169.17,182.02,"Well, we can try it.  Baby, don't beg me.  I mean, if there were anything that I could do, I would do it.  Believe me.  This is not what I want.",xxx
Ses05F_impro02_M025,M,181.75,183.73,It's not fair.,sad
Ses05F_impro02_F023,F,183.02,188.9,I know.  I know it's not fair.,sad
Ses05F_impro02_M026,M,189.28,200.16,Why has to be you?  There's all those other people.  Somebody else can go instead.  It's not right.,sad
Ses05F_impro02_F024,F,199.56,202.78,"Well, apparently nobody else can go.",sad
Ses05F_impro02_M027,M,203.43,207.0,What are you going to do that's any different than anybody else?,xxx
Ses05F_impro02_F025,F,205.98,213.17,"I don't know.  Baby, why are you asking me this?  It's just as hard for me.  Please, try to understand that.",fru
Ses05F_impro02_M028,M,212.6,224.55,"I don't know.  It's not me, so I'm the one who has to stay here.  I'm the one who has to take care of them, and I don't have-I don't have anybody else.  You're all I have.",xxx
Ses05F_impro02_F026,F,223.63,233.5,"I understand, baby.  I'm sorry. I mean try to understand I'm I'm scared myself.",fru
Ses05F_impro02_M029,M,233.41,240.23,I understand.  I'm worried about you.  I don't know what's going to happen to you.,sad
Ses05F_impro02_F027,F,238.65,240.41,I know.,sad
Ses05F_impro02_M030,M,240.53,247.47,Iraq of all-come on.  People die every day.,xxx
Ses05F_impro02_F028,F,246.35,248.2,I know.,sad
Ses05F_impro02_M031,M,249.9654,252.0563,I jus-,sad
Ses05F_impro02_F029,F,252.21,262.69,We'll figure something out.  We just have to ... we just have to think about this.  Could any of your family help us?,sad
Ses05F_impro02_M032,M,262.98,264.82,I don't know.,sad
Ses05F_impro02_F030,F,265.5084,269.0981,Maybe we should call your parents.,xxx
Ses05F_impro02_M033,M,269.52,278.85,Yeah.  I guess.  I don't know what they're going to say.,sad
Ses05F_impro02_M034,M,280.43,286.69,"Yeah, we'll call them.  We'll figure something out.  I'm sorry, I'm sorry, I'm sorry.  You're right.",sad
Ses05F_impro02_F031,F,285.79,289.17,I'm going to miss their first words.,sad
Ses05F_impro02_M035,M,289.05,291.18,I know.,sad
Ses05F_impro02_F032,F,291.05,294.92,You'll have to send me pictures and letters everyday.,sad
Ses05F_impro02_M036,M,293.41,299.99,"All the time, every day, every day.  They have e-mail over there and stuff like that, right? I can send you pictures.",sad
Ses05F_impro02_F033,F,298.02,301.28,I don't know. I hope so.,xxx
Ses05F_impro02_M037,M,301.19,307.92,You have to call me all the time whenever you can.  You have to tell me what you're doing and how you're doing.  Okay?,xxx
Ses05F_impro02_F034,F,307.54,310.21,"Yeah, as much as I can.",sad
Ses05F_impro02_M038,M,309.81,312.18,How long do we have?  When do you leave?,xxx
Ses05F_impro02_F035,F,311.9,316.1,"""sigh"" Three weeks.",sad
Ses05F_impro02_M039,M,315.41,319.41,Three weeks?,sur
Ses05F_impro02_F036,F,318.97,320.71,Yeah.,sad
Ses05F_impro02_M040,M,320.35,328.82,"I don't Okay.  Okay, we can do this.  We can do this.  It's okay.  We'll make it work.",xxx
Ses05F_impro02_F037,F,328.2,329.4,Yeah.,sad
Ses05F_impro02_M041,M,332.823,335.1399,I love you.,sad
Ses05F_impro02_F038,F,335.2658,343.4,"I love you.  I'm going to miss you so much. ""sigh""",sad
Ses05F_impro03_F000,F,2.8098,4.5479,"Okay, so big news.",exc
Ses05F_impro03_M000,M,4.23,5.43,What?,exc
Ses05F_impro03_M001,M,5.62,9.38,"Come on, what?",exc
Ses05F_impro03_F001,F,7.96,9.84,I'm getting married.,exc
Ses05F_impro03_M002,M,9.61,10.97,Shut up.,sur
Ses05F_impro03_F002,F,10.2,11.33,Yeah.,exc
Ses05F_impro03_M003,M,11.01,12.62,No way.,exc
Ses05F_impro03_F003,F,11.58,12.7187,Yeah.,exc
Ses05F_impro03_M004,M,12.65,14.3,He asked you?,xxx
Ses05F_impro03_F004,F,13.48,14.66,Uh-huh.,exc
Ses05F_impro03_M005,M,14.43,17.61,"No way, when? when,when, When did it happen?",exc
Ses05F_impro03_F005,F,16.25,18.16,Just a couple days ago.,exc
Ses05F_impro03_M006,M,17.85,19.88,Oh my gosh.,exc
Ses05F_impro03_F006,F,18.62,20.56,[LAUGHTER],xxx
Ses05F_impro03_M007,M,19.99,24.68,And you actually said yes.  I can't believe it.  I never thought you would get married.,exc
Ses05F_impro03_F007,F,24.05,25.76,I know me neither.,exc
Ses05F_impro03_M008,M,25.35,27.2,Oh my gosh.,exc
Ses05F_impro03_F008,F,26.06,30.77,"Right, I thought I would be way older too. I thought I would be I be at least thirty something.",exc
Ses05F_impro03_M009,M,27.33,29.29,Oh absolutely.,exc
Ses05F_impro03_M010,M,29.83,35.52,"Well, we always said we'd be in our thirtieth when we got married. And we were going to get married to each other if we didn't by then",exc
Ses05F_impro03_F009,F,30.94,32.47,Yeah.,exc
Ses05F_impro03_F010,F,33.61,37.19,"I know, right. What'd we say, when we were thirty nine?",xxx
Ses05F_impro03_M011,M,36.27,41.5691,"Thirty nine, yeah.  I can't believe it.  So you broke our pact. Thanks a lot.",exc
Ses05F_impro03_F011,F,40.12,41.87,Sorry.,exc
Ses05F_impro03_M012,M,41.6005,45.98,"Thanks a lot.  Well, okay, you've got to tell me the details.  What did he say?  Where was it?  What happened?",exc
Ses05F_impro03_F012,F,45.1,52.26,"Um, Well, uh, I don't-I don't know how much planning he had done.",xxx
Ses05F_impro03_M013,M,51.96,56.14,"Okay.  That's okay, spontaneous is great.  Spontaneous is awesome.",exc
Ses05F_impro03_F013,F,55.21,57.12,It was really beautiful.,xxx
Ses05F_impro03_M014,M,56.15,57.66,You've got to love that.,xxx
Ses05F_impro03_F014,F,57.18,61.19,"Yeah, we went to a really great jazz show, and um-",xxx
Ses05F_impro03_M015,M,60.26,63.51,"Nice, you love the jazz.",xxx
Ses05F_impro03_F015,F,62.2,69.39,"Yeah, and after, we went up to this um, this place like a restaurant on the roof kind of thing.",xxx
Ses05F_impro03_M016,M,68.76,70.15,"Oh, okay, yeah.",xxx
Ses05F_impro03_F016,F,69.55,74.31,So you know like late dinner and champagne and what not.,xxx
Ses05F_impro03_M017,M,73.57,75.33,Were you in Chicago?,xxx
Ses05F_impro03_F017,F,74.8,76.05,Mm-hmm.,xxx
Ses05F_impro03_M018,M,75.56,80.13,"Downtown, was it beautiful? of course it was beautiful",xxx
Ses05F_impro03_F018,F,78.35,81.1,"so beautiful, full moon.",xxx
Ses05F_impro03_M019,M,80.85,87.9,"What a guy.  I can't believe it.  So okay, so do you know any details?  When's it going to be?  Anything?",xxx
Ses05F_impro03_F019,F,87.19,89.48,I don't know.  I guess next summer.,xxx
Ses05F_impro03_M020,M,88.84,90.38,Am I in it?,exc
Ses05F_impro03_F020,F,89.88,93.05,"Yeah.  Yeah, of course.",exc
Ses05F_impro03_M021,M,90.73,93.78,"Okay, I certainly hope so, of course.",xxx
Ses05F_impro03_F021,F,93.16,95.47,So next fall I guess.,xxx
Ses05F_impro03_M022,M,94.83,95.97,Next fall.,xxx
Ses05F_impro03_F022,F,95.63,97.48,"Yeah, I like the autumn.",xxx
Ses05F_impro03_M023,M,96.76,99.01,Are you going to do it in town or are you out of town?,xxx
Ses05F_impro03_F023,F,98.52,100.2,"oh, We'll do it in town.",xxx
Ses05F_impro03_M024,M,99.56,100.83,"Oh, okay.",xxx
Ses05F_impro03_F024,F,100.44,103.99,"Yeah, his family doesn't live too far away, so I think-",xxx
Ses05F_impro03_M025,M,103.44,105.22,"Yeah, where's he from again?",xxx
Ses05F_impro03_F025,F,104.86,106.87,He's from Chicago as well.,xxx
Ses05F_impro03_M026,M,106.21,107.48,"Oh he is, okay.",xxx
Ses05F_impro03_F026,F,106.93,108.2,Yeah.,xxx
Ses05F_impro03_M027,M,107.51,111.57,"Cool, perfect.  Another Chicagoite, got to love it.",exc
Ses05F_impro03_F027,F,110.89,117.44,"It's so weird too, right, that like you can grow up so near somebody and never know them until you travel hundreds of miles away.",hap
Ses05F_impro03_M028,M,116.78,121.04,"Exactly, yeah.  I can't believe you met him in Africa.",xxx
Ses05F_impro03_F028,F,120.49,121.75,I know,hap
Ses05F_impro03_M029,M,121.06,124.67,"And the chances, what are the chances of meeting somebody in Africa and then coming back to Chicago?",xxx
Ses05F_impro03_F029,F,123.75,129.86,"Right, being like oh, where are you from?  The U.S.  Where in the U.S.?  Chicago.  Where in Chicago?",hap
Ses05F_impro03_M030,M,129.12,131.42,[LAUGHTER] I am sil,hap
Ses05F_impro03_F030,F,129.89,132.45,"Knowing the neighborhood.  Yeah, it's pretty bizarre.",hap
Ses05F_impro03_M031,M,131.65,133.34,And now you're getting married.,exc
Ses05F_impro03_F031,F,132.61,133.91,Yeah.,hap
Ses05F_impro03_M032,M,133.36,136.95,That is amazing.  You must be so excited.  Did you tell your mom?,exc
Ses05F_impro03_F032,F,136.47,137.56,Mm-hmm.,hap
Ses05F_impro03_M033,M,137.17,138.96,"Oh, did she cry?",exc
Ses05F_impro03_F033,F,138.44,140.43,"Yeah, she loves him.",hap
Ses05F_impro03_M034,M,139.76,148.36,"I knew it.  I knew it, of course she does.  How could you not love Mr. Peace Corps worker man?  He's the nicest guy ever.",xxx
Ses05F_impro03_F034,F,147.11,150.05,"Yeah, she-yeah, that's my type.",hap
Ses05F_impro03_M035,M,149.37,151.62,[BREATHING],exc
Ses05F_impro03_M036,M,151.64,158.39,you.. I can't believe it.  I'm so happy for you.  This is exactly what you wanted.  It's your dream come true.,exc
Ses05F_impro03_F035,F,158.06,159.28,Thank you.,hap
Ses05F_impro03_M037,M,158.46,166.2,"The exact right guy, I fully approve.  He's a wonderful guy.  We have a great time.  He can drink.  That's awesome.",exc
Ses05F_impro03_F036,F,165.32,167.36,[LAUGHTER],hap
Ses05F_impro03_M038,M,166.32,168.22,[LAUGHTER],hap
Ses05F_impro03_F037,F,167.67,170.06,"Yeah, we all have to hang out now.",exc
Ses05F_impro03_M039,M,169.52,180.66,"Of course, of course she will ... of course she will.  Yeah, don't go and disappear like everyone else after they get married and I never see them again.  That'll make me mad.  You don't want to make me mad.  You know how I get when I get mad.",exc
Ses05F_impro03_F038,F,180.11,185.5389,"I mean, I I have I have some duty to the man I was going to marry if nobody else came up.",xxx
Ses05F_impro03_M040,M,183.93,185.28,Exactly.,hap
Ses05F_impro03_M041,M,185.3,187.63,"Exactly, ""laugh"".",hap
Ses05F_impro03_F039,F,187.31,189.64,Sorry.,hap
Ses05F_impro03_M042,M,188.81,194.48,"ahh I was always worried you'd be a little bit jealous of me, but I was never quite that lucky.",xxx
Ses05F_impro03_F040,F,193.19,194.84,There's still time for that.,hap
Ses05F_impro03_M043,M,194.5,198.69,"Oh, thanks. move here before you get married [LAUGHTER]",exc
Ses05F_impro03_F041,F,198.17,199.73,[BREATHING],hap
Ses05F_impro03_M044,M,199.12,201.76,"Perfect, okay, good. ""sigh""",exc
Ses05F_impro03_M045,M,201.78,206.71,"I don't feel so bad then.  Well, I'm excited for you.",exc
Ses05F_impro03_F042,F,205.54,207.37,I know. I can't believe it.,exc
Ses05F_impro03_M046,M,207.05,208.66,I can't believe it.,exc
Ses05F_impro03_F043,F,207.46,209.76,I am very excited,exc
Ses05F_impro03_M047,M,209.37,211.02,Who else have you told?,xxx
Ses05F_impro03_F044,F,210.99,212.57,Just a few people.,xxx
Ses05F_impro03_M048,M,212.24,213.51,Really?,xxx
Ses05F_impro03_F045,F,212.59,214.37,Just close friends so far.,xxx
Ses05F_impro03_M049,M,213.96,217.89,So I was one of the first ones? That makes me feel so important.,hap
Ses05F_impro03_F046,F,217.48,220.85,I have to think about moving now.  We're going to move in together,hap
Ses05F_impro03_M050,M,220.29,222.75,"Oh yeah, of course.",exc
Ses05F_impro03_F047,F,220.88,223.81,I think it's a good idea to live together before you get married.,hap
Ses05F_impro03_M051,M,222.94,225.53,"I think so, too.  Are you going to get a house or-",exc
Ses05F_impro03_F048,F,225.08,227.16,"I don't want a house, I mean just-",hap
Ses05F_impro03_M052,M,226.47,227.37,No?,xxx
Ses05F_impro03_F049,F,227.17,228.5596,L.A. apartment is fine.,hap
Ses05F_impro03_M053,M,228.47,229.88,"Oh, nice.",xxx
Ses05F_impro03_F050,F,229.47,230.58,yeah.,xxx
Ses05F_impro03_M054,M,229.93,233.44,A good apartment. [BREATHING],xxx
Ses05F_impro03_F051,F,232.95,237.31,"Two artists, though.  We're bound to be poor forever.",hap
Ses05F_impro03_M055,M,234.72,236.56,"Yeah, how are you going to survive?",xxx
Ses05F_impro03_M056,M,236.5951,239.53,Exactly. Are you going to have kids?,xxx
Ses05F_impro03_F052,F,239.57,242.14,"Yeah, I think so.  I mean, not for a while.",xxx
Ses05F_impro03_M057,M,240.87,242.11,yeah.,hap
Ses05F_impro03_M058,M,242.19,243.46,yeah.,hap
Ses05F_impro03_F053,F,242.15,243.94,Definitely not for a while,hap
Ses05F_impro03_F054,F,244.68,245.78,yeah.,hap
Ses05F_impro03_M059,M,245.58,248.71,"So now, I'm going to have to find somebody else to bear my children.",xxx
Ses05F_impro03_F055,F,248.29,252.8,[LAUGHTER] Good luck.,hap
Ses05F_impro03_M060,M,249.6,251.2,[LAUGHTER],hap
Ses05F_impro03_M061,M,252.48,254.56,"Oh, thanks.  I'll need it.",hap
Ses05F_impro03_F056,F,253.4051,255.53,"You won't have trouble, You won't have trouble.",hap
Ses05F_impro03_M062,M,254.64,256.25,"Oh thanks, you're too nice",hap
Ses05F_impro03_M063,M,256.36,258.13,just being polite now,hap
Ses05F_impro03_F057,F,256.79,260.88,"You should just approach her like that.  Hey, will you bear my children?",hap
Ses05F_impro03_M064,M,258.36,260.12,because I am not getting married.,hap
Ses05F_impro03_M065,M,260.15,263.98,"Exactly, [LAUGHTER] I think that'll go over great, don't you?",hap
Ses05F_impro03_F058,F,263.05,264.44,"Yeah, totally.",hap
Ses05F_impro03_M066,M,264.0,265.55,"That's what girls like, right?",hap
Ses05F_impro03_F059,F,265.66,267.68,Total turn on.,hap
Ses05F_impro03_M067,M,267.07,269.23,Would you mind popping out a few for me?,hap
Ses05F_impro03_F060,F,267.82,269.78,[LAUGHTER],hap
Ses05F_impro03_M068,M,269.27,271.59,"That'd be great, thanks.",hap
Ses05F_impro04_F000,F,5.18,9.76,"Brian, I need help.",sad
Ses05F_impro04_M000,M,10.71,15.63,"Babe, I don't know what to tell you.  Don't give up.",neu
Ses05F_impro04_F001,F,15.79,26.2,I don't--I'm just--I'm thinking maybe I should move back home or something.  I don't I don't know what to do.  I can't - I cant keep living the way I'm living.,xxx
Ses05F_impro04_M001,M,25.96,31.02,"Well, of course not, but what are you going to do if you move back home?  Are you going to be able to find a job there?",neu
Ses05F_impro04_F002,F,29.45,36.38,"I don't know.  I mean, what am I supposed to do? I've It's not for lack of effort.  I've been trying.",fru
Ses05F_impro04_M002,M,35.99,41.26,"I wish I had some answers for you, babe.  I mean-I don't know what to tell you.",fru
Ses05F_impro04_F003,F,40.14,44.28,How did you get a job?  What am I - What am I supposed to do?,fru
Ses05F_impro04_M003,M,43.93,49.07,I went to school and I got my degree.  And I got a job.,neu
Ses05F_impro04_F004,F,49.54,66.46,"I mean, I just don't--I don't know.  If you don't have a lot of qualification, where do you - where do you find work?  It's like L.A. is so frustrating because if you don't know somebody, you can't -you can't get a job.  It's impossible.  It's totally discriminatory.  You have to know somebody.",fru
Ses05F_impro04_M004,M,65.44,67.4,Nothing's impossible.,neu
Ses05F_impro04_F005,F,66.53,68.15,It's not fair.,fru
Ses05F_impro04_M005,M,67.66,72.36,You have to be willing - You have to be willing to start you know at the bottom and work your way up. and,neu
Ses05F_impro04_F006,F,71.26,75.44,That's fine.  I'd be willing to start anywhere.  I can't get a job.,fru
Ses05F_impro04_M006,M,75.01,76.28,I,fru
Ses05F_impro04_F007,F,75.86,80.96,"I mean, on six seven and five an hour does not - does not pay the bills I mean.",fru
Ses05F_impro04_M007,M,80.5,84.99,"No, it doesn't pay the bills, but it would pay something.  And it would help you get somewhere else.",neu
Ses05F_impro04_F008,F,83.89,89.8,I still can't live on in six seven and five.  It's not possible in Los Angeles.  Housing is too expensive.,ang
Ses05F_impro04_M008,M,89.44,95.3,"and No, I understand, but you've got to start somewhere.  It's better than nothing and that's all you have.  You have nothing right now.",neu
Ses05F_impro04_F009,F,95.17,107.36,"I mean I can do the McDonald's thing for a while as humiliating as that is, but I mean then what?  I mean You can't exactly move up in that kind of industry.",fru
Ses05F_impro04_M009,M,106.36,110.45,"Wait, You can move up.  There's management programs in McDonalds and things like that.",neu
Ses05F_impro04_F010,F,108.31,116.04,"Oh come on, that's not what I envisioned for myself. Honestly, would you settle for being a manager at McDonalds?",fru
Ses05F_impro04_M010,M,115.65,119.44,"[GARBAGE] No, I wouldn't, but I--",neu
Ses05F_impro04_F011,F,118.95,121.71,This is humiliating.,fru
Ses05F_impro04_M011,M,121.48,125.44,"Well, you know what?  Life gets humili... humiliating at times.",neu
Ses05F_impro04_F012,F,124.48,128.08,"No, I don't I don't want to accept that.  I think that's bullshit.",fru
Ses05F_impro04_M012,M,127.66,130.95,"Well, what are you going to do about it to make it different?",neu
Ses05F_impro04_F013,F,131.82,135.81,I don't know.  I feel like I've tried everything.,fru
Ses05F_impro04_M013,M,135.81,139.6,Have you?  There's got to be something else.,neu
Ses05F_impro04_F014,F,138.28,145.89,Three years of going out every day--every day--and looking for a job and being constantly denied everywhere I go.,fru
Ses05F_impro04_M014,M,147.66,162.44,"I don't know what to tell you, babe. Maybe- Maybe you're right.  Maybe you do have to go someplace else.  I don't know, maybe it's just not meant to be here.  I mean I want you to-I don't want you to give up, but I mean I don't want you to move away, but at the same time, I don't like seeing you like this.",fru
Ses05F_impro04_F015,F,158.49,167.21,I'm just so scared to start over I mean.  I put so much time and energy into being here.,sad
Ses05F_impro04_F016,F,168.51,172.4321,"Where am I supposed to go?  I mean, like what?",sad
Ses05F_impro04_M015,M,172.14,179.36,"If it's rent or something like that, I mean I can help you out a little bit, if- if that will help you you know stick with it.",neu
Ses05F_impro04_F017,F,179.1,184.95,I don't know. Maybe I can take out a loan. I just- I need prospects and I don't feel like I have any.,sad
Ses05F_impro04_M016,M,185.01,191.18,"Well, just don't give up. And there's- you know, You never know, something might be around the corner tomorrow.",neu
Ses05F_impro04_F018,F,190.61,193.78,But that doesn't help me when I'm hungry now.,xxx
Ses05F_impro04_M017,M,193.34,197.83,"Well, you know I'm not going to let you starve.",neu
Ses05F_impro04_F019,F,197.53,199.65,I'm just worried.,sad
