id,speaker,start_time,end_time,text,emotion
Ses03F_impro02_F026,F,171.9575,174.2475,"No, I have to go.",sad
Ses03F_impro02_F027,F,176.035,181.5675,"Wait, you can write me and as you know, send me pictures.",sad
Ses03F_impro02_M018,M,182.25,186.34,I don't know if I can handle you going another year.,sad
Ses03F_impro02_F028,F,186.67,189.005,What do you mean?,sad
Ses03F_impro02_M019,M,189.92,195.42,I don't know if I- if I could take it.,sad
Ses03F_impro02_F029,F,196.32,204.935,"Look, I need you to be strong for me. 'Cause I can't be the only one that's strong right now, really, I--",sad
Ses03F_impro02_M020,M,204.38,208.49,I can't be that strong. A whole year.,sad
Ses03F_impro02_M021,M,209.085,211.16,"me, oh my god.",sad
Ses03F_impro02_F030,F,209.8721,214.66,"But we can work, you know, we--you can write me and we could see pictures",xxx
Ses03F_impro02_M022,M,217.97,220.0175,What if you don't come back?,fru
Ses03F_impro02_F031,F,214.72,219.055,"and if we survive, if we survive that then babe, you know you know we could survive any--",sad
Ses03F_impro02_F032,F,219.5625,221.0025,I will come back.,sad
Ses03F_impro02_M023,M,220.605,226.66,"What am I supposed--oh, one out of five people aren't coming back.",xxx
Ses03F_impro02_M024,M,226.695,229.12,It doesn't look very good.,sad
Ses03F_impro02_F033,F,231.8125,236.48,I can do it. I'm going to do it. And I'll be back safe and sound and-,xxx
Ses03F_impro02_F034,F,236.69,239.74,we'll have all the money that we ever needed.,sad
Ses03F_impro02_F035,F,239.8,243.3049,And- And then I'll stop working and- I'll stay home with the baby.,sad
Ses03F_impro02_M025,M,242.01,244.31,I don't want the money. I want-you here,sad
Ses03F_impro02_M026,M,244.41,249.005,"we'll get money, all right? You don't need the job, all right?",xxx
Ses03F_impro02_M027,M,249.0675,255.595,If your life is going to be in danger and this family is going to be in danger we don't need the job. We'll find the money.,ang
Ses03F_impro02_F036,F,255.8325,262.105,It's all I ever knew how to do. I can't quit now.,sad
Ses03F_impro02_M028,M,264.3225,269.64,How are we supposed to tell Amy? How's she supposed to understand that?,sad
Ses03F_impro02_F037,F,269.1575,276.73,"Well, we- we tell her mommy's going on va- on a trip for for- a while.",sad
Ses03F_impro02_M029,M,277.86,282.62,"How is she going to feel the first year in school, no mom.",sad
Ses03F_impro02_F038,F,282.34,285.07,Don't do that to me.,sad
Ses03F_impro02_F039,F,285.8625,289.3775,"It's hard enough already, Brian, I can't.",sad
Ses03F_impro02_M030,M,289.64,294.12,I'm not thinking about just me; I'm thinking about our child.,xxx
Ses03F_impro02_F040,F,293.59,295.175,I know.,sad
Ses03F_impro02_F041,F,296.975,303.925,"I didn't expect this to happen. I never planned for this. Some things you just don't plan for, you know.",sad
Ses03F_impro02_F042,F,305.5025,307.16,"I'm sorry, babe.",sad
Ses03F_impro02_F043,F,308.9325,311.22,I'm so sorry.,sad
Ses03F_impro02_M031,M,311.35,313.62,"All right, then.",sad
Ses03F_impro03_M000,M,2.1064,8.98,"Oh, my God, look at that. Huh-oh, how many carats is that?",exc
Ses03F_impro03_F000,F,9.1916,20.3925,"I know. [LAUGHTER]. Dude, I don't know. It's- Probably. It's huge. I don't even know how to like wear it. My hand is like going down like really low. I can't believe it.",xxx
Ses03F_impro03_M001,M,10.32,14.51,Like eighteen? [LAUGHTER],exc
Ses03F_impro03_M002,M,16.5675,19.0675,"Oh, Jesus.",exc
Ses03F_impro03_M003,M,20.06,21.4825,Is it-,xxx
Ses03F_impro03_F001,F,20.422,23.3725,"I- Yeah, it's-",xxx
Ses03F_impro03_M004,M,22.8625,25.32,So how did he do it?,xxx
Ses03F_impro03_F002,F,24.4325,35.9275,"Oh, man. So I was--okay, so we went to go see this show on Broadway, right? And it was The wed- the wed- The Lousy Chaperone. Have you seen that one?",xxx
Ses03F_impro03_M005,M,29.9407,31.5653,yeah [LAUGHTER],exc
Ses03F_impro03_M006,M,35.3225,41.09,"Yeah, The Lousy Chaperone. [LAUGHTER] Uh huh.",exc
Ses03F_impro03_F003,F,36.365,52.1291,"Right. Right. Right. So, and there's like a whole like wedding scene in it. All right, not the--Drowsy, Drowsy [LAUGHTER] --not the Lousy. [LAUGHTER]. Um - So Drowsy. So I go to see this Drowsy Chaperone. And uh-",xxx
Ses03F_impro03_M007,M,45.0201,50.9625,[LAUGHTER] Uh- Drowsy.,exc
Ses03F_impro03_F004,F,52.1844,57.3954,"at the end of the performance, you know, like we're all clapping and stuff. And all of a sudden I look over and",exc
Ses03F_impro03_F005,F,57.4608,60.2412,"Joe's gone. -where did he go, you know?",exc
Ses03F_impro03_M008,M,59.05,61.755,Uh huh. Oh-,xxx
Ses03F_impro03_F006,F,60.2739,67.3326,"And I'm like oh, he went to the- -the bathroom, but he didn't tell me, I didn't even notice him leaving. And all of a sudden, I swear to God, I'm sitting there and-",exc
Ses03F_impro03_F007,F,67.466,72.6274,he comes up onstage-- And the entire cast everyone just like,exc
Ses03F_impro03_M009,M,69.6325,71.1625,oh-,sur
Ses03F_impro03_F008,F,72.6493,77.981,goes up there and everyone's clapping and he's standing there and they put a spotlight on him.,exc
Ses03F_impro03_M010,M,77.245,78.5916,"Oh, my God.",exc
Ses03F_impro03_F009,F,78.3325,86.6601,"And I'm like freaking out. I'm like what the hell's going on, you know. I don't know what's going on. And so he's like standing there and then all of a sudden they give him a microphone-",exc
Ses03F_impro03_F010,F,86.8517,91.0215,and he just starts doing like this little spiel about me and like,xxx
Ses03F_impro03_F011,F,91.0978,100.3984,"he asked me to marry him, like- onstage. I was like, I couldn't believe--and I had to walk up there and I was, like I think I tripped or something.",exc
Ses03F_impro03_M011,M,93.12,95.785,Are you kidding me?,xxx
Ses03F_impro03_M012,M,99.085,104.2582,"Wha- What'd you say? You said yes, right? [LAUGHTER]",xxx
Ses03F_impro03_F012,F,102.1865,105.5993,"Yeah, I said yes, but I, yeah, I mean,",exc
Ses03F_impro03_F013,F,105.6538,109.4775,"I don't know- it just like took me, took me by surprise.",exc
Ses03F_impro03_F014,F,109.6125,111.99,He scored points.,hap
Ses03F_impro03_M013,M,110.8983,112.9591,Did you get a standing ovation?,xxx
Ses03F_impro03_F015,F,112.31,119.3266,"Oh, yeah. Everyone--yeah. And people--friends of ours were in the audience, I didn't know about, like family members.",hap
Ses03F_impro03_F016,F,119.3484,121.015,Yeah. It was great.,exc
Ses03F_impro03_M014,M,118.3671,119.85,Are you serious?,xxx
Ses03F_impro03_F017,F,121.06,122.9466,"It was--I cried,",exc
Ses03F_impro03_M015,M,124.86,129.7394,"No, you deserve to cry. I mean, tears of happiness.",hap
Ses03F_impro03_F018,F,123.0011,125.3344,"like a loser, I cried.",hap
Ses03F_impro03_F019,F,129.4075,135.3764,"But, I don't know, I--it's so weird to think I'm marrying somebody 'cause I feel so young, you know?",hap
Ses03F_impro03_M016,M,135.1256,140.4356,So where- where- where is this--have you talked about where it's going to be?,xxx
Ses03F_impro03_F020,F,138.7565,142.0166,No. No plans. or any- and probably,hap
Ses03F_impro03_F021,F,142.1038,147.948,"like I think I want to get married--I want to have two weddings. One here, then one in Europe.",hap
Ses03F_impro03_M017,M,146.67,148.6225,Hawaii? No.,xxx
Ses03F_impro03_F022,F,148.177,151.5025,No. Hawaii's for honeymoons. But uh--,xxx
Ses03F_impro03_M018,M,149.6825,153.61,Oh. Like Paris? On the Eiffel Tower?,xxx
Ses03F_impro03_F023,F,153.1175,162.0575,"Oh, maybe. I don't know. I've been there so many times. I think it's--we're going to get married in Spain and then we're going to get married here.",xxx
Ses03F_impro03_M019,M,154.7025,158.555,He's rich enough. Maybe you can rent out the Eiffel Tower for your--,xxx
Ses03F_impro03_M020,M,160.14,163.2,"Oh, Jesus.",xxx
Ses03F_impro03_M021,M,163.3825,168.8625,That's awesome. [LAUGHTER] Marriage.,exc
Ses03F_impro03_F024,F,164.6825,167.9625,Yeah. I'm so excited. [LAUGHTER].,exc
Ses03F_impro04_F000,F,5.5614,11.2375,"I don't know, Brian, if they uh--it's been three years.",fru
Ses03F_impro04_M000,M,10.6961,13.4928,"Hey, you just got to keep on going.",neu
Ses03F_impro04_F001,F,12.2942,18.8317,"No, I don't know, I--maybe this isn't for me. You know, maybe this isn't the right business for me.",fru
Ses03F_impro04_M001,M,17.833,20.6114,"No, don't think like that.",neu
Ses03F_impro04_F002,F,20.1025,27.2761,"I just, I see all these other people getting commercials and work and it's like I'm not getting anything.",sad
Ses03F_impro04_F003,F,27.3124,31.5255,I have no money behind me. Nothing. I'm twenty five and--,fru
Ses03F_impro04_M002,M,31.1078,34.9395,Russel Crowe wasn't forty until he got his big stuff.,neu
Ses03F_impro04_M003,M,39.5521,42.7846,"If you really want to do it-I mean,",neu
Ses03F_impro04_F004,F,34.6673,36.7918,So I'll have to wait twenty five years-,fru
Ses03F_impro04_M004,M,42.8209,45.0182,you got to do.,neu
Ses03F_impro04_F005,F,36.8281,41.4952,"-just going and auditioning and auditioning and rejection after refection, it's like--",fru
Ses03F_impro04_M005,M,54.8427,57.4032,You could. You could. We just--,neu
Ses03F_impro04_M006,M,57.4577,60.2362,we're just pooling our funds together.,neu
Ses03F_impro04_F006,F,44.5475,55.3075,"I know, I just don't know if I can handle it. I mean, you're helping me so much financially it's like I can't survive on my own without you. I don't like that.",fru
Ses03F_impro04_M007,M,60.2906,62.6151,You don't owe me anything.,neu
Ses03F_impro04_F007,F,61.6575,66.03,I feel like I'm not doing anything. Like I'm not giving anything into this world.,fru
Ses03F_impro04_M008,M,64.885,71.7132,"You are, you're going to class, you're learning, you're getting better. When you finally get that role you're going to be prepared.",neu
Ses03F_impro04_F008,F,70.9323,80.5207,"Yeah, but what if I never make it? What if I studied all my life, this theatre, this acting, and I'm never going to get anywhere. I'm never going to be able to have a job.",fru
Ses03F_impro04_M009,M,78.065,82.6675,"Oh my God, Anna, you're still young. Don't even think about that.",neu
Ses03F_impro04_F009,F,82.0098,84.7519,Time is passing by. Every year it's,fru
Ses03F_impro04_F010,F,84.8246,87.5485,a part left than I can do.,fru
Ses03F_impro04_M010,M,85.1514,90.4525,"You're only twenty five, okay? Some people don't start until they're thirty five.",neu
Ses03F_impro04_F011,F,89.7277,91.3258,Really?,sur
Ses03F_impro04_M011,M,90.6176,91.9795,Yeah.,neu
Ses03F_impro04_F012,F,91.945,96.465,"I don't know, I just [BREATHING] I get frustrated",fru
Ses03F_impro04_M012,M,94.1587,100.442,What would you do- What would you do if you didn't? You can go to law school.,neu
Ses03F_impro04_F013,F,98.096,100.8415,That's the thing. I don't know. I don't know anything.,fru
Ses03F_impro04_F014,F,100.9142,103.4825,Law school? Maybe.,fru
Ses03F_impro04_F015,F,103.6745,111.3016,"I don't know. I don't know anything other than this, though, is the problem. This is my life. This is what I built everything about, you know.",xxx
Ses03F_impro04_M013,M,110.4662,113.8985,See? So you can't just quit now.,neu
Ses03F_impro04_F016,F,113.4808,122.8694,"I mean, I could go to law school, but I'm just not passionate about it, you know? Like I'm not--it doesn't drive me, it doesn't motivate me. I--",xxx
Ses03F_impro04_M014,M,122.2157,125.1925,Have you been going to auditions and stuff?,neu
Ses03F_impro04_F017,F,124.0498,128.055,"Yeah. I mean, I get a call-back and stuff, but-",fru
Ses03F_impro04_F018,F,128.4808,134.0525,"I just, I need a break. I need something to break me out.",fru
Ses03F_impro04_M015,M,133.5575,137.9057,How's the job? Still waiting tables at Denny's?,neu
Ses03F_impro04_F019,F,137.7423,141.0575,Yeah. Unfortunately.,xxx
Ses03F_impro04_F020,F,141.1375,147.0583,"Yeah, so I go to--get an education for four years and I'm waiting tables at Denny's.",xxx
Ses03F_impro04_M016,M,146.6588,149.3464,"Well, they tip well.",neu
Ses03F_impro04_F021,F,148.5575,151.4167,[BREATHING] Brian-,fru
Ses03F_impro04_F022,F,151.5619,156.9736,it's not funny. I just don't know what I'm going to do.,sad
Ses03F_impro04_M017,M,157.3912,161.0958,Maybe you could start teaching. I don't know.,neu
Ses03F_impro04_F023,F,160.53,162.88,"Yeah, I guess I could.",sad
Ses03F_impro04_M018,M,162.21,166.605,"Go back to school. You know? Another three more years, get your master's.",neu
Ses03F_impro04_F024,F,166.11,167.7325,Yeah,sad
Ses03F_impro04_M019,M,167.2375,170.5875,"Close to thirty. Oof, it's going to be tough.",neu
Ses03F_impro04_F025,F,170.3029,172.3368,Thanks.,xxx
Ses03F_impro04_M020,M,171.9191,173.48,[LAUGHTER],xxx
Ses03F_impro04_F026,F,173.1325,174.2525,[BREATHING],fru
Ses03F_impro05_F000,F,6.3183,13.3161,"Look sir, I've been waiting for about an hour and my luggage still hasn't come. What's going on?",fru
Ses03F_impro05_M000,M,12.9085,20.6762,"I'm sorry, Mrs. Rosenkrantz, but uh- I don't know what to tell you.",fru
Ses03F_impro05_F001,F,20.6762,29.5536,"What do you mean, you don't know what to tell me? I have two luggage that I've been coming--they're coming--from France and I need them here. I'm home now. I need to go start working.",fru
Ses03F_impro05_M001,M,25.585,29.95,Did you- Did you check with the lost and found?,fru
Ses03F_impro05_F002,F,29.6894,33.1543,"Where? I don't know. The lost and found. What do you mean, lost and found?",ang
Ses03F_impro05_F003,F,33.177,39.4875,I had my luggage transferred here from Paris to L.A. and now I'm here and I need to be working and I have all my stuff in there.,fru
Ses03F_impro05_M002,M,38.3875,42.462,"Maybe it got lost. Did you think about that, mom?",fru
Ses03F_impro05_F004,F,42.1223,46.3119,"Well, that's what I'm asking you. What--I don't know what happened to it.",fru
Ses03F_impro05_M003,M,45.2702,51.6338,"Oh, not--we didn't lose it; maybe the airport lost it. Maybe someone stole it.",neu
Ses03F_impro05_F005,F,50.7732,58.0654,"Wait, sir. You're- You're completely not--what do you mean, stole it? How can they just steal it from an airplane? It was up in the air?",ang
Ses03F_impro05_M004,M,57.1142,63.9987,"No, I mean, maybe in the little--going around thingy thing where bopper stole it from there.",fru
Ses03F_impro05_F006,F,62.7079,73.3744,Okay. All I know is that I am supposed to have my language here right now. Right now. And it's not there. And you're supposed to help me because you work at the airport. So give me my luggage or tell me where the hell it is.,fru
Ses03F_impro05_M005,M,72.85,81.9573,Okay. What can we do is we can get your name and information and if it shows up we can send it to you so-- Wherever you stay,fru
Ses03F_impro05_F007,F,80.3494,89.3854,"What do you mean, if it shows up? No, I need it now. I have my keys, I have my wallet, I have my money. I have thousands and thousands of dollars worth of stuff in there.",ang
Ses03F_impro05_F008,F,89.4307,92.5106,Not to mention I have my work in there.,ang
Ses03F_impro05_M006,M,91.2197,97.6966,"Well, I'll have you fill out some paperwork and see if you can get started on something.",fru
Ses03F_impro05_F009,F,96.451,100.4125,"And what if- what if it is lost? Well, what are you guys going to do for me?",ang
Ses03F_impro05_M007,M,99.7801,108.7933,"You know, we'll file a complaint and we could possibly, you know, replace some of the things. I think-",xxx
Ses03F_impro05_M008,M,108.84,115.5872,and when you sign your ticket we could replace about fifteen percent of what's in the bag.,neu
Ses03F_impro05_F010,F,114.9079,116.9675,Fifteen percent?,ang
Ses03F_impro05_M009,M,116.4252,119.6183,Up to a limit of twenty five dollars.,neu
Ses03F_impro05_F011,F,118.9842,124.675,What? There- There's hundreds of thousands of dollars worth of stuff in there.,ang
Ses03F_impro05_M010,M,124.2382,130.8736,"Whoa, maybe you should uh- have thought of a better way to send it than just in a bag, hmm? Did you think about that?",fru
Ses03F_impro05_F012,F,130.398,136.1049,"No, no, no. You don't understand. This is--these are my belongings in the luggage. And I went to Paris.",fru
Ses03F_impro05_F013,F,136.1728,140.453,"Sir, why are you laughing at me? This isn't funny.",fru
Ses03F_impro05_M011,M,139.1622,143.9179,"I think that's kind of stupid, that you put a hundred thousands of dollars in the bag.",neu
Ses03F_impro05_F014,F,143.53,148.5604,"Well I'm sorry, if I--no, it's not stupid. You are supposed to have my luggage.",xxx
Ses03F_impro05_M012,M,146.5902,150.265,Did you lock- Did you lock it even? You probably didn't even lock it.,fru
Ses03F_impro05_F015,F,148.7189,151.4592,"No, they said I couldn't lock it.",ang
Ses03F_impro05_F016,F,151.885,157.234,Give me--I'm going to talk to your supervisor. Give me your supervisor. I want to talk to your supervisor right now.,ang
Ses03F_impro05_M013,M,154.3,158.5275,"Okay, let me get him.Oh, guess who the supervisor is? It's me.",neu
Ses03F_impro05_M014,M,158.6154,160.7215,"What, do you have questions?",neu
Ses03F_impro05_F017,F,158.95,162.1175,"Well, get- I want the C.E.O. then.",ang
Ses03F_impro06_M000,M,5.7363,8.15,How you doing?,neu
Ses03F_impro06_F000,F,8.344,12.1707,Okay.,sad
Ses03F_impro06_F001,F,13.5951,16.7102,Yeah. Wow.,sad
Ses03F_impro06_M001,M,15.9759,19.0242,We're all going to miss him.,neu
Ses03F_impro06_F002,F,19.1355,23.5856,"Mmm hmm. I never knew it was going to be this hard, you know.",sad
Ses03F_impro06_F003,F,25.4324,31.1063,It's weird 'cause it's like you expected it to happen and eventually-,sad
Ses03F_impro06_F004,F,31.2621,34.7999,"he had cancer, you know?",sad
Ses03F_impro06_F005,F,34.8667,43.5889,"They thought he got--would get better and he did, and then it just- things turned bad.",sad
Ses03F_impro06_F006,F,43.8114,47.4382,"Turned around for the worst, you know.",sad
Ses03F_impro06_M002,M,48.6398,55.4484,"I didn't know him, Tricia, but uh- I heard that he was a great man.",sad
Ses03F_impro06_F007,F,54.3359,57.1617,He was amazing.,sad
Ses03F_impro06_F008,F,57.3397,60.0098,I loved that boy.,sad
Ses03F_impro06_F009,F,60.0766,63.3252,"We did everything together, you know.",sad
Ses03F_impro06_F010,F,63.7924,73.8052,"It's weird, I think. I feel so alone, you know? What am I going to do now? Now that he's gone.",sad
Ses03F_impro06_F011,F,74.5172,79.0786,He's so young. It seems so--,sad
Ses03F_impro06_F012,F,79.2343,83.0392,so wrong in so many ways.,sad
Ses03F_impro06_F013,F,83.5509,88.7576,"His poor parents. You know, it's their only son.",sad
Ses03F_impro06_M003,M,88.2236,91.1829,yeah.,neu
Ses03F_impro06_F014,F,92.0507,98.9038,"Kind of a whole year. I mean, he suffered with this, this monster, this thing, this disease.",sad
Ses03F_impro06_M004,M,97.6356,100.7729,"He was in chemo the whole time, right?",sad
Ses03F_impro06_M005,M,101.1289,105.2675,And he just got that baseball scholarship.,sad
Ses03F_impro06_F015,F,103.888,108.8276,"I know. He was, he had so much going for him.",sad
Ses03F_impro06_F016,F,109.2504,113.9007,"So handsome, so young, so gifted.",sad
Ses03F_impro06_F017,F,114.101,116.9491,So talented.,sad
Ses03F_impro06_F018,F,117.2161,120.205,"Such a sweet person, you know?",sad
Ses03F_impro06_M006,M,119.5746,122.4005,How's his parents doing?,sad
Ses03F_impro06_F019,F,121.6439,124.8925,Not very good.,sad
Ses03F_impro06_F020,F,125.1595,134.2823,"Can you imagine, though, you know, as a parent, just losing a kid? Twenty-two years old.",sad
Ses03F_impro06_F021,F,136.4628,142.2035,"It's weird, I kind of feel like part of me is gone now, you know?",sad
Ses03F_impro06_F022,F,142.3,146.8761,Because this other half was just kind of like ripped away.,sad
Ses03F_impro06_M007,M,146.8316,150.3027,"You guys were pretty close, weren't you?",sad
Ses03F_impro06_F023,F,150.4584,155.9098,"He was like, he was like my brother, you know.",sad
Ses03F_impro06_F024,F,156.9111,160.2264,He was my brother.,sad
Ses03F_impro06_F025,F,160.5379,169.9277,"Just seems so unfair, is the way it is.",sad
Ses03F_impro06_F026,F,172.2418,178.1159,"You know, he had that really pretty girlfriend for like about a year and-",sad
Ses03F_impro06_M008,M,177.3594,179.807,What was her name?,sad
Ses03F_impro06_F027,F,179.1172,182.7663,Kelly. Kelly Uveny.,sad
Ses03F_impro06_F028,F,182.8998,187.0829,They talked about getting married and--,sad
Ses03F_impro06_M009,M,187.4166,190.7575,Trying to have a baby.,sad
Ses03F_impro06_F029,F,190.287,197.7854,"Yeah. But then when he got cancer and it got bad, you know, she just took off and-",sad
Ses03F_impro06_F030,F,198.0302,200.8115,so I was there for him.,sad
Ses03F_impro06_M010,M,200.0327,202.4358,Some people.,sad
Ses03F_impro06_M011,M,202.6138,208.2432,"Yeah, but you were there all the hospital days. By his bed-",sad
Ses03F_impro06_F031,F,209.022,213.0716,"Yeah. God, I loved that kid.",sad
Ses03F_impro06_M012,M,212.9381,216.1422,"So nice, so positive.",sad
Ses03F_impro06_F032,F,215.2521,217.0099,yeah.,sad
Ses03F_impro06_M013,M,216.6984,219.4797,We need more people like him.,sad
Ses03F_impro06_F033,F,218.701,222.7061,"Joe, do you think he knew I loved him?",sad
Ses03F_impro06_M014,M,222.2611,225.2871,I don't know.,sad
Ses03F_impro06_F034,F,224.5529,229.893,"I never told him, I love you, but-",sad
Ses03F_impro06_F035,F,230.1155,232.8746,I loved him so much.,sad
Ses03F_impro06_M015,M,232.1626,234.5211,I don't know if Benny was smart like that- but-,sad
Ses03F_impro06_M016,M,234.6991,238.5485,I'm sure he loved you too. He just didn't know it.,sad
Ses03F_impro07_M000,M,5.1689,7.6856,"Hey, Isabella.",neu
Ses03F_impro07_F000,F,7.2915,9.6563,"Hey, how's it going, Joe?",xxx
Ses03F_impro07_M001,M,9.284,11.0248,I'm all right.,neu
Ses03F_impro07_F001,F,10.4226,13.5866,"Uh-, So I got some good news.",hap
Ses03F_impro07_M002,M,13.302,14.8785,Yeah?,xxx
Ses03F_impro07_F002,F,14.3749,15.5682,Yep.,xxx
Ses03F_impro07_M003,M,15.0537,16.7835,You're not pregnant or anything.,neu
Ses03F_impro07_F003,F,16.3565,20.265,Pregnant? What are you talking about? No.,sur
Ses03F_impro07_M004,M,19.8052,21.951,"I know you've been trying to have a baby, right?",neu
Ses03F_impro07_F004,F,24.6223,27.0419,I have some better news than that.,hap
Ses03F_impro07_M005,M,26.2317,27.6002,"Oh, really?",xxx
Ses03F_impro07_F005,F,27.1514,30.995,"Yes, What would you want more than anything in this world?",hap
